store_id,store_name,store_name_english,score,review_cnt,tabelog_lunch_budget_min,tabelog_lunch_budget_max,tabelog_dinner_budget_min,tabelog_dinner_budget_max,customer_lunch_budget_min,customer_lunch_budget_max,customer_dinner_budget_min,customer_dinner_budget_max,genre,url,url_english,address,latitude,longitude,prefecture,address_english,prefecture_english,website
00000032,バーガーマニア 広尾店,Bagamania,3.65,611,1000,1999,1000,1999,2000,2999,2000,2999,hamburger,https://tabelog.com/tokyo/A1307/A130703/13123717/,https://tabelog.com/en/tokyo/A1307/A130703/13123717/,東京都港区南麻布 5-15-25 ２Ｆ,35.6518772,139.7224545,東京都,5-chome-15-25 Minamiazabu Minato City Tokyo-to,Tokyo,http://www.burger-mania.com
00000033,66,Daburushikkusu,3.66,456,1000,1999,1000,1999,1000,1999,2000,2999,hamburger,https://tabelog.com/chiba/A1203/A120301/12004138/,https://tabelog.com/en/chiba/A1203/A120301/12004138/,千葉県柏市中央町4-25,35.8595415,139.9709212,千葉県,4-25 Chuocho Kashiwa Chiba,Ciba,
00000034,folk burgers&beers,Folk burgers&beers,3.71,521,1000,1999,2000,2999,2000,2999,2000,2999,hamburger,https://tabelog.com/tokyo/A1310/A131003/13224811/,https://tabelog.com/en/tokyo/A1310/A131003/13224811/,東京都千代田区神田神保町2-8-1 レフィール神保町1F,35.6968387,139.7555108,東京都,2-chome-8-1 Kanda Jinbocho Chiyoda City Tokyo-to,Tokyo,
00000035,The Burger Stand N’s,The Burger Stand N’s,3.65,338,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/aichi/A2301/A230106/23066099/,https://tabelog.com/en/aichi/A2301/A230106/23066099/,愛知県名古屋市千種区池下1-4-20,35.1684496,136.944788,愛知県,1-chome-4-20 Ikeshita Chikusa-ku Nagoya Aichi,Aichi,
00000036,ベーカーバウンス,Bekabaunsu,3.66,1045,1000,1999,1000,1999,2000,2999,2000,2999,hamburger,https://tabelog.com/tokyo/A1317/A131706/13004780/,https://tabelog.com/en/tokyo/A1317/A131706/13004780/,東京都世田谷区太子堂5-13-5,35.6473578,139.6676167,東京都,Taishido Setagaya City Tokyo,Tokyo,
00000037,ルーフトップス,ROOFTOPS,3.62,467,1000,1999,2000,2999,2000,2999,2000,2999,hamburger,https://tabelog.com/kanagawa/A1404/A140402/14058323/,https://tabelog.com/en/kanagawa/A1404/A140402/14058323/,神奈川県鎌倉市小町1-6-17 鎌倉マークビル 6F,35.319482,139.5512595,神奈川県,1 Chome-6-17 Komachi Kamakura Kanagawa,Kanagawa,http://www.rooftops.jp/
00000038,からつバーガー 虹ノ松原本店,Karatsubaga,3.68,462,1000,1999,2000,2999,1000,1999,2000,2999,hamburger,https://tabelog.com/saga/A4102/A410201/41000364/,https://tabelog.com/en/saga/A4102/A410201/41000364/,佐賀県唐津市虹ノ松原 虹の松原,33.4460754,129.9940146,佐賀県,Kagami Karatsu Saga,Saga,
00000039,No.18,namba-juuhachi,3.73,735,1000,1999,2000,2999,2000,2999,2000,2999,hamburger,https://tabelog.com/tokyo/A1305/A130501/13172081/,https://tabelog.com/en/tokyo/A1305/A130501/13172081/,東京都豊島区東池袋2-57-2 コスモ東池袋105‬,35.7330795,139.7179055,東京都,2-chome-57-2 Higashiikebukuro Toshima City Tokyo-to,Tokyo,
00000040,アルデバラン,ALDEBARAN,3.76,412,2000,2999,2000,2999,2000,2999,3000,3999,hamburger,https://tabelog.com/tokyo/A1307/A130702/13278678/,https://tabelog.com/en/tokyo/A1307/A130702/13278678/,東京都港区麻布十番3-3-1 三喜ビル 3F,35.6538103,139.7352952,東京都,3-chome-3-1 Azabujuban Minato City Tokyo,Tokyo,
00000041,HYOE'S BURGERS + FRIES,HYOE'S BURGERS + FRIES,3.54,186,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/hyogo/A2801/A280101/28059053/,https://tabelog.com/en/hyogo/A2801/A280101/28059053/,兵庫県神戸市中央区中山手通2-12-10 マンションリーベ 1F,34.696577,135.1899829,兵庫県,2-chome-12-10 Nakayamatedori Chuo Ward Kobe Hyogo,Hyogo,
00000042,ダコタ ラスティック テーブル,DAKOTA RUSTIC TABLE,3.62,163,1000,1999,1000,1999,2000,2999,1000,1999,hamburger,https://tabelog.com/hyogo/A2801/A280112/28052720/,https://tabelog.com/en/hyogo/A2801/A280112/28052720/,兵庫県神戸市北区長尾町宅原707-1,34.8702163,135.204439,兵庫県,Eibara-707-1 Nagaocho Kita-ku Kobe Hyogo,Hyogo,https://dakota-rt.com
00000043,Gui's Burger,Gui's Burger,3.60,61,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/hyogo/A2803/A280302/28065298/,https://tabelog.com/en/hyogo/A2803/A280302/28065298/,兵庫県芦屋市大桝町7-4,34.7290515,135.3060322,兵庫県,7-4 Ōmasucho Ashiya Hyogo,Hyogo,
00000044,パントリー コヨーテ,PANTRY COYOTE,3.79,549,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/chiba/A1201/A120101/12020222/,https://tabelog.com/en/chiba/A1201/A120101/12020222/,千葉県千葉市中央区中央3-11-11 ニュー豊田ビル 1F,35.6080301,140.1246303,千葉県,3-chome-11-11 Chuo Chuo-ku Chiba,Ciba,
00000045,ハンサム バーガー,Hansamubaga,3.68,447,1000,1999,,,1000,1999,,,hamburger,https://tabelog.com/aichi/A2301/A230102/23058190/,https://tabelog.com/en/aichi/A2301/A230102/23058190/,愛知県名古屋市中区錦2-13-24 伏見地下街 39-40,35.1697268,136.9012269,愛知県,2-chome-13-24 Nishiki Naka-ku Nagoya Aichi,Aichi,https://fushimi-underground-mall.nagoya/floor/handsome-burger/
